"Address","Content Type","Status Code","Status","Crawl Depth","Inlinks"
"https://img1.wsimg.com/ceph-p3-01/website-builder-data-prod/static/widgets/UX.4.50.3.js","application/javascript","200","OK","1","0"
"https://img1.wsimg.com/signals/js/clients/scc-c2/scc-c2.min.js","text/javascript","200","OK","1","0"
"https://www.yelp.com/biz/jk9kw6T6uHPHID78gchmww","text/html; charset=UTF-8","301","Moved Permanently","1","9"
"https://www.facebook.com/654382134726844","text/html; charset=""utf-8""","301","Moved Permanently","1","9"
"https://policies.google.com/terms","text/html; charset=utf-8","200","OK","1","5"
"https://www.instagram.com/difiorebuilders","text/html; charset=""utf-8""","301","Moved Permanently","1","9"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/66ac90c4a3488cba/script.js","application/javascript","200","OK","1","0"
"https://policies.google.com/privacy","text/html; charset=utf-8","200","OK","1","5"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/55869aaebc27b5a0/script.js","application/javascript","200","OK","1","0"
"https://www.x.com/DiFioreBuilders","","301","Moved Permanently","1","9"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/CF3F334A-7EDC-4F12-ABE3-C6D156E062E6.png/:/rs=h:31,cg:true,m/qt=q:95","image/jpeg","200","OK","1","0"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/ee1b0f18279e43fc/script.js","application/javascript","200","OK","2","0"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/687235546e5dc624/script.js","application/javascript","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/1caf07f0-8ccd-4239-a28b-6fbfef42a7dc.jpg/:/rs=w:1240,h:620,cg:true,m/cr=w:1240,h:620","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/6552f00a-c79d-40d6-8d67-71cd0f466faa.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/77fdf1af-5e10-4ca6-b56f-cbf2782b9231/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/dccb26ba-2b93-4e83-b45a-3a7e5deb48af-0001.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/d2d691526651435f/script.js","application/javascript","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/6f306d92-631d-4d53-86f2-f8c8f8661f58.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/96fbd8c0-13e3-455b-bb11-63bc41da284c.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/6c590587-18f8-4158-9e9f-825249ec0983/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/6993433c-95b4-4167-bb2e-b30a126efb4b/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/a2d54092-8386-46ed-b9e6-c619773b6a2b.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/e898f269-f34d-4bd8-bdc2-27cd54ef66f6-0001.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/83670ec6-9599-47c2-aabe-1f926e0b2f1e.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/294faeaa-04e6-4d73-a10c-3dc466a41319-0001.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/ca6183c2-7ef0-4157-95d2-7aa7ea2c3b4b/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/0c02edff-1c0c-4c5b-8c77-6aa514c85542/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/5525ac17-934e-4e16-99ae-29892f2066eb.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/96fbd8c0-13e3-455b-bb11-63bc41da284c-0001.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/83124dfa-1212-41ce-b522-9851595e4566/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/b94d2bc9-e6a8-463f-9785-a4ab467a2fee.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/c35755d1-b54e-4426-81ec-f2dabdef7c42.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/a57da915c8c02b7e/script.js","application/javascript","200","OK","2","0"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/8e5ad063d96a7103/script.js","application/javascript","200","OK","2","0"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/222e1348b31f22da/script.js","application/javascript","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/536231ad-1276-415c-9c7e-74d426d28c95-0001.jpg/:/rs=w:370,cg:true,m","image/jpeg","200","OK","2","0"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/f2fca9ec67e17156/script.js","application/javascript","200","OK","2","0"
"https://img1.wsimg.com/blobby/go/111e2203-c8e6-4588-acfc-521f62348879/gpub/cd4ab5f65bbef45a/script.js","application/javascript","200","OK","2","0"
"https://img1.wsimg.com/isteam/ip/111e2203-c8e6-4588-acfc-521f62348879/e898f269-f34d-4bd8-bdc2-27cd54ef66f6.jpg/:/rs=w:1240,h:620,cg:true,m/cr=w:1240,h:620","image/jpeg","200","OK","2","0"
